Prosodic Collocational Patterns of ZAI and ZHENGZAI in modern Chinese,,,,
Verbs,ZAI,ZHENGZAI,Number of syllables,
讲关系学,2,0,polysyllabic lexical items,
讲国耻纪念、二十一条约的意义,1,0,polysyllabic lexical items,
讲过去的老话,1,0,polysyllabic lexical items,
讲和谐之道,1,0,polysyllabic lexical items,
讲话,39,10,disyllabic lexical items,
讲谎话,1,0,polysyllabic lexical items,
讲假话,1,0,polysyllabic lexical items,
讲价,1,0,disyllabic lexical items,
讲价钱,1,0,polysyllabic lexical items,
讲解给耕牛诊断疫病的方法,1,0,polysyllabic lexical items,
讲解人生哲学里的乐观主义,1,0,polysyllabic lexical items,
讲解示范,1,0,polysyllabic lexical items,
讲究校勘训诂之学,1,0,polysyllabic lexical items,
讲课,1,2,disyllabic lexical items,
讲恋爱,0,1,polysyllabic lexical items,
讲男女关系,1,0,polysyllabic lexical items,
讲你,0,1,disyllabic lexical items,
讲你行为上如何达到和谐,1,0,polysyllabic lexical items,
讲你自己,1,0,polysyllabic lexical items,
讲骗话,1,0,polysyllabic lexical items,
讲钱,1,0,disyllabic lexical items,
讲人间的关系,1,0,polysyllabic lexical items,
讲如何处理人和人之间的关系,1,0,polysyllabic lexical items,
讲什么,3,0,polysyllabic lexical items,
讲什么科学知识,1,0,polysyllabic lexical items,
讲述和她一起出来打工的一个小姐妹,1,0,polysyllabic lexical items,
讲述老百姓自己的故事,1,0,polysyllabic lexical items,
讲述梦中断断续续没头没尾的情景,1,0,polysyllabic lexical items,
讲述他和世界、和历史的纠葛,1,0,polysyllabic lexical items,
讲述他认识的一个人卖掉一个肾以后赚了三万多元,0,1,polysyllabic lexical items,
讲数口,0,1,polysyllabic lexical items,
讲他怎样向法国人作战事宣传,1,0,polysyllabic lexical items,
讲她是怎么打你的,1,0,polysyllabic lexical items,
讲我的坏话,2,0,polysyllabic lexical items,
讲笑话,1,0,polysyllabic lexical items,
讲些什么,1,0,polysyllabic lexical items,
讲一点我也在想的问题,1,0,polysyllabic lexical items,
讲一个阴阳之道,1,0,polysyllabic lexical items,
讲一些名品的产地,1,0,polysyllabic lexical items,
讲阴阳之道,1,0,polysyllabic lexical items,
讲游击战术,0,1,polysyllabic lexical items,
讲中国的事情,1,0,polysyllabic lexical items,
讲中国话,2,0,polysyllabic lexical items,
讲自己,1,0,polysyllabic lexical items,
讲自己最要好的朋友,1,0,polysyllabic lexical items,
讲做人之道,1,0,polysyllabic lexical items,
讲做生意,1,0,polysyllabic lexical items,
降,1,0,monosyllabic lexical items,
降落,1,1,disyllabic lexical items,
降温,0,1,disyllabic lexical items,
交出亮眼的成绩单,0,1,polysyllabic lexical items,
交代什么,1,0,polysyllabic lexical items,
交换充满幻想的密约,1,0,polysyllabic lexical items,
交换意见,1,0,polysyllabic lexical items,
交换战事的消息,1,0,polysyllabic lexical items,
交流,4,0,disyllabic lexical items,
交涉,3,1,disyllabic lexical items,
交谈,2,0,disyllabic lexical items,
浇别人凉水,1,0,polysyllabic lexical items,
浇棉花,1,0,polysyllabic lexical items,
浇水,1,0,disyllabic lexical items,
搅拌混凝土,1,0,polysyllabic lexical items,
叫,50,1,monosyllabic lexical items,
叫：柏青！柏青！,1,0,polysyllabic lexical items,
叫“救命哪”,1,0,polysyllabic lexical items,
叫“妈呀！”,1,0,polysyllabic lexical items,
叫“买开水！”,1,0,polysyllabic lexical items,
叫“拿酒来！”,1,0,polysyllabic lexical items,
叫“佩瑶”,1,0,polysyllabic lexical items,
叫“汪先生”,1,0,polysyllabic lexical items,
叫“先给我斟！”,1,0,polysyllabic lexical items,
叫好,0,1,disyllabic lexical items,
叫号,1,0,disyllabic lexical items,
叫名字,1,0,polysyllabic lexical items,
叫你,1,0,disyllabic lexical items,
叫亲兵们替他在火上烧一只从老百姓家里捉来的老母鸡,0,1,polysyllabic lexical items,
叫谁,1,0,disyllabic lexical items,
叫什么,1,0,polysyllabic lexical items,
叫什么人,1,0,polysyllabic lexical items,
叫他,4,0,disyllabic lexical items,
叫他的名字,1,0,polysyllabic lexical items,
叫他的什么亲戚,1,0,polysyllabic lexical items,
叫他的手下,1,0,polysyllabic lexical items,
叫他收钱,1,0,polysyllabic lexical items,
叫她“进来聊聊”,1,0,polysyllabic lexical items,
叫她把这里再扫一下,1,0,polysyllabic lexical items,
叫她的名字,1,0,polysyllabic lexical items,
叫痛,1,0,disyllabic lexical items,
叫我,7,0,disyllabic lexical items,
叫我的名字,3,0,polysyllabic lexical items,
叫我们走,1,0,polysyllabic lexical items,
叫些什么,1,0,polysyllabic lexical items,
叫自己,2,0,polysyllabic lexical items,
叫自己的名字,2,0,polysyllabic lexical items,
教大家站军姿、踢正步,1,0,polysyllabic lexical items,
教导加林,1,0,polysyllabic lexical items,
教导我们,1,0,polysyllabic lexical items,
教俄文,1,0,polysyllabic lexical items,
教书,2,1,disyllabic lexical items,
教唆犯罪,1,0,polysyllabic lexical items,
教他穿衣服怎样穿,1,0,polysyllabic lexical items,
教她,1,0,disyllabic lexical items,
教她读千字课,0,1,polysyllabic lexical items,
教我应该怎样去读毛主席的书,1,0,polysyllabic lexical items,
教训他,3,0,polysyllabic lexical items,
教一个少女走猫步,1,0,polysyllabic lexical items,
教育劳动人民,0,1,polysyllabic lexical items,
教中国艺术家唱苏丹歌,1,0,polysyllabic lexical items,
接北京来的长途电话,1,0,polysyllabic lexical items,
接待贵宾,1,0,polysyllabic lexical items,
接待一个来自香港的青年参访团,0,1,polysyllabic lexical items,
接电话,1,0,polysyllabic lexical items,
接革命的班,1,0,polysyllabic lexical items,
打算些什么,1,0,polysyllabic lexical items,
打算占人的便宜,1,0,polysyllabic lexical items,
扶秤,1,0,disyllabic lexical items,
跟她,1,0,disyllabic lexical items,
接洽,0,1,disyllabic lexical items,
接受安全帽撞击,0,1,polysyllabic lexical items,
接受改造,0,1,polysyllabic lexical items,
接受桂花传统的日式服侍,0,1,polysyllabic lexical items,
接受恐怖的练习,1,0,polysyllabic lexical items,
接受来自俄国的大批武器供应,0,1,polysyllabic lexical items,
接受命令能人民解放军,0,1,polysyllabic lexical items,
接受那轮船所激起挑战的浪花,1,0,polysyllabic lexical items,
接受手术治疗,0,1,polysyllabic lexical items,
接受长官的授勋,1,0,polysyllabic lexical items,
接受指使菲律宾,1,0,polysyllabic lexical items,
接受治疗、训练,0,1,polysyllabic lexical items,
揭露自己,0,1,polysyllabic lexical items,
竭力解决这些问题,1,0,polysyllabic lexical items,
解放,1,0,disyllabic lexical items,
解放出来,1,0,polysyllabic lexical items,
解决,1,3,disyllabic lexical items,
解决大班额问题,0,1,polysyllabic lexical items,
解决共同的历史任务,1,0,polysyllabic lexical items,
解决和列入逐步解决规划,0,1,polysyllabic lexical items,
解决核子技术和采用半导体问题,0,1,polysyllabic lexical items,
解决建设共产主义的伟大任务,0,1,polysyllabic lexical items,
解决煤气、交通,0,1,polysyllabic lexical items,
解决美国经济封锁所造成的问题,0,1,polysyllabic lexical items,
解决它所面临的任务,0,1,polysyllabic lexical items,
解开,0,1,disyllabic lexical items,
解释,3,1,disyllabic lexical items,
解释翻译,1,0,polysyllabic lexical items,
解他的漂亮西装,0,1,polysyllabic lexical items,
介绍,0,2,disyllabic lexical items,
介绍哪家的姑娘长得最标致,0,1,polysyllabic lexical items,
介绍撒哈拉沙漠,1,0,polysyllabic lexical items,
介绍西方的文学与文论,0,1,polysyllabic lexical items,
介绍中国的经济形势,1,0,polysyllabic lexical items,
介绍自己的美术作品,1,0,polysyllabic lexical items,
尽巨大的努力来缓和国际紧张局势,0,1,polysyllabic lexical items,
尽孝,1,0,disyllabic lexical items,
尽一切努力争取从苏联获得宝贵和有效的重大援助,0,1,polysyllabic lexical items,
尽自己国际主义的责任,1,0,polysyllabic lexical items,
尽最大努力带领当地群众抗灾救灾,1,0,polysyllabic lexical items,
进攻,5,0,disyllabic lexical items,
进攻我们,1,0,polysyllabic lexical items,
进攻新加坡,1,0,polysyllabic lexical items,
进新学堂,1,0,polysyllabic lexical items,
进行,43,94,disyllabic lexical items,
进行“非常危险的赌博”,1,0,polysyllabic lexical items,
进行“强攻山头”的演习,1,0,polysyllabic lexical items,
进行“扫荡”,0,1,polysyllabic lexical items,
进行“退二进三”（退出第二产业，进入第三产业）的城市战略转型,1,0,polysyllabic lexical items,
进行“应急准备”,1,0,polysyllabic lexical items,
进行爱国主义歌咏比赛,0,1,polysyllabic lexical items,
进行比赛或练球,1,0,polysyllabic lexical items,
进行播种育秧,0,1,polysyllabic lexical items,
进行搏斗,1,1,polysyllabic lexical items,
进行裁决,1,0,polysyllabic lexical items,
进行残酷的进攻,0,1,polysyllabic lexical items,
进行操作,1,0,polysyllabic lexical items,
进行猖狂的活动,1,0,polysyllabic lexical items,
进行猖狂的武装侵略和阴谋颠覆活动,0,1,polysyllabic lexical items,
进行城市化,0,1,polysyllabic lexical items,
进行筹备,0,1,polysyllabic lexical items,
进行筹备工作,0,1,polysyllabic lexical items,
进行除雪作业,1,0,polysyllabic lexical items,
进行创新,2,0,polysyllabic lexical items,
进行春耕准备工作,0,1,polysyllabic lexical items,
进行错综复杂的重新组合,0,1,polysyllabic lexical items,
进行打扫工作,1,0,polysyllabic lexical items,
进行大逮捕,1,0,polysyllabic lexical items,
进行大规模建设,0,1,polysyllabic lexical items,
进行大战,1,0,polysyllabic lexical items,
进行稻谷脱粒,1,0,polysyllabic lexical items,
进行地下核试验,1,0,polysyllabic lexical items,
进行第二期资金募集,0,1,polysyllabic lexical items,
进行第三届世界互联网大会新媒体发展论坛,0,1,polysyllabic lexical items,
进行颠覆活动,1,0,polysyllabic lexical items,
进行调查,0,1,polysyllabic lexical items,
进行调研,0,1,polysyllabic lexical items,
进行调整,1,1,polysyllabic lexical items,
进行调整商业网和零售点的工作,1,0,polysyllabic lexical items,
进行斗争,0,4,polysyllabic lexical items,
进行对焦微调,1,0,polysyllabic lexical items,
进行反帝的斗争,1,0,polysyllabic lexical items,
进行反帝抗议运动,1,0,polysyllabic lexical items,
进行反法宣传,1,0,polysyllabic lexical items,
进行反击,1,0,polysyllabic lexical items,
进行防旱抗旱,0,1,polysyllabic lexical items,
进行分果实,0,1,polysyllabic lexical items,
进行疯狂的扫荡,1,0,polysyllabic lexical items,
进行复查工作,0,1,polysyllabic lexical items,
进行复校建校工作,0,1,polysyllabic lexical items,
进行复员,0,1,polysyllabic lexical items,
进行改革,0,1,polysyllabic lexical items,
进行改良以期培养出新品种,0,1,polysyllabic lexical items,
进行改造,1,0,polysyllabic lexical items,
进行革命斗争,1,0,polysyllabic lexical items,
进行革新开放,0,1,polysyllabic lexical items,
进行更加先进的无线电数码传递试验,1,0,polysyllabic lexical items,
进行拱顶施工,0,1,polysyllabic lexical items,
进行关于引进技术的谈判,0,1,polysyllabic lexical items,
进行观测和研究,0,1,polysyllabic lexical items,
进行光子计算机研究,0,1,polysyllabic lexical items,
进行广泛的活动,0,1,polysyllabic lexical items,
进行合作,0,1,polysyllabic lexical items,
进行和平建设,0,1,polysyllabic lexical items,
进行核查,0,1,polysyllabic lexical items,
进行化学和细菌战争准备,1,0,polysyllabic lexical items,
进行划车比赛,0,1,polysyllabic lexical items,
进行恢复改建,0,1,polysyllabic lexical items,
进行恢复训练,0,1,polysyllabic lexical items,
进行会谈,0,1,polysyllabic lexical items,
进行积极认真的准备,0,1,polysyllabic lexical items,
进行技术改造,1,1,polysyllabic lexical items,
进行加工,0,1,polysyllabic lexical items,
进行尖锐的、率直的批评,0,1,polysyllabic lexical items,
进行坚持不渝的努力,1,0,polysyllabic lexical items,
进行坚决的斗争,0,1,polysyllabic lexical items,
进行坚决的战斗,0,1,polysyllabic lexical items,
进行艰苦斗争,0,1,polysyllabic lexical items,
进行检查、总结工作,0,1,polysyllabic lexical items,
进行检查和修补食用菌和毒菌,0,1,polysyllabic lexical items,
进行检修清洗,0,1,polysyllabic lexical items,
进行检验检疫,0,1,polysyllabic lexical items,
进行建立新的大水电厂,1,0,polysyllabic lexical items,
进行建设,1,0,polysyllabic lexical items,
进行鉴定,0,1,polysyllabic lexical items,
进行交换意见,1,0,polysyllabic lexical items,
进行交接,1,0,polysyllabic lexical items,
进行交流,1,0,polysyllabic lexical items,
进行角力,1,0,polysyllabic lexical items,
进行紧张的斗争,0,1,polysyllabic lexical items,
进行紧张的混凝土浇铸,0,1,polysyllabic lexical items,
进行紧张接触和商讨,0,1,polysyllabic lexical items,
进行经济改革和建设,1,0,polysyllabic lexical items,
进行酒精含量检查,0,1,polysyllabic lexical items,
进行军备竞赛,1,0,polysyllabic lexical items,
进行军事训练,0,1,polysyllabic lexical items,
进行刊刻,1,0,polysyllabic lexical items,
进行康复按摩,0,1,polysyllabic lexical items,
进行抗震救灾工作,0,1,polysyllabic lexical items,
进行扩建,0,1,polysyllabic lexical items,
进行扩军备战,0,1,polysyllabic lexical items,
进行历史上最大的加强军事力量的工作,0,1,polysyllabic lexical items,
进行联运工作,0,1,polysyllabic lexical items,
进行每周一次的教师工作抽查,1,0,polysyllabic lexical items,
进行民主改革,0,1,polysyllabic lexical items,
进行冥想训练,1,0,polysyllabic lexical items,
进行那莱哈煤矿主井的建设工作,0,1,polysyllabic lexical items,
进行难度最大的莲花瓣最后安装操作,0,1,polysyllabic lexical items,
进行努力,1,0,polysyllabic lexical items,
进行排水工作,1,0,polysyllabic lexical items,
进行评议,1,0,polysyllabic lexical items,
进行破坏,0,1,polysyllabic lexical items,
进行普查,0,1,polysyllabic lexical items,
进行欺骗和麻痹,1,0,polysyllabic lexical items,
进行其军备之扩充,2,0,polysyllabic lexical items,
进行钳形运动,0,1,polysyllabic lexical items,
进行抢救,0,1,polysyllabic lexical items,
进行侵略,1,0,polysyllabic lexical items,
进行趣味夹球跑比赛,1,0,polysyllabic lexical items,
进行全面改建,0,1,polysyllabic lexical items,
进行全面规划,0,1,polysyllabic lexical items,
进行热烈讨论,1,0,polysyllabic lexical items,
进行三级排查,0,1,polysyllabic lexical items,
进行商议,1,0,polysyllabic lexical items,
进行设备的安装和搭建,0,1,polysyllabic lexical items,
进行设计,0,1,polysyllabic lexical items,
